NAME,LOCATION,PRICE,BHK,STATUS
Parinee Essence,Kandivali,107,1,Ready To Move
Omkar CHS,Lower,115,1,Ready To Move
AMBAJI DARSHAN,Bhandup,95,1,Ready To Move
Nirmal Lifestyle Residency CHS,Moti,100,1,Ready To Move
Panchasheel Apartment,Vakola,139,1,Ready To Move
Sakivihar Complex,Sakinaka,95,1,Ready To Move
Deeprekha Apartment,Hanuman,100,1,Ready To Move
The Crest Apartment,Orlem,128,1,Ready To Move
Maitri Siya Apartments,Liberty,98,1,Ready To Move
Ashok Enclave C.H.S. Ltd.,Mindspace,135,1,Ready To Move
A Kahan Jash Residency,Maneklal,155,1,Ready To Move
Chandak Nishchay,Dahisar,82,1,Ready To Move
Vishram Yog Chs,Borivali,135,1,Under Construction
Flat,Nahur,73,1,Ready To Move
ram kutir apartment,Jagruti,130,1,Ready To Move
Ashwin CHS Ltd,Gavanpada,140,1,Ready To Move
Vedic Heights,Hanuman,82,1,Ready To Move
Sayba Opal,Nehru,85,1,Ready To Move
Chembur High Crystal Armus,Vaibhav,125,1,Ready To Move
Balaji Heights,Bhandup,95,1,Ready To Move
Spring Grove Uno,Lokhandwala,70,1,Ready To Move
Spring Grove Uno,Lokhandwala,75,1,Ready To Move
Royal complex,Kasam,95,1,Ready To Move
Spring Grove Uno,Lokhandwala,70,1,Ready To Move
Bhoomi Park,Malad,110,1,Ready To Move
Bhudargad SRA CHSL,Gandhi,85,1,Ready To Move
Nidhi Apartment,Liberty,110,1,Ready To Move
Nootan Nagar,Bandra,280,1,Ready To Move
Gorai Shiv Shambhu,Borivali,100,1,Under Construction
ganesh panki chs ltd Dahisar east,Dahisar,70,1,Ready To Move
Raja Tirupati Balaji Towers,Khar,275,1,Ready To Move
Vardhman building,Malad,84,1,Ready To Move
Geebee Geejay chs,Saibaba,135,1,Ready To Move
Ganraj Beauty Landmark,Bhandup,95,1,Ready To Move
Bhawani Heights,Jogeshwari,85,1,Ready To Move
Yogsiddhi Sumukh Hills,Kandivali,120,1,Under Construction
RNA Regency Park CHS,Maharashtra,125,1,Ready To Move
Rajshree Kutir,Jagdusha,80,1,Ready To Move
Srishti Elegance,Industrial,71.5,1,Ready To Move
Agarwal Green Plaza,Bangur,175,1,Ready To Move
Nazir Apartment,Vile,105,1,Under Construction
Rani Residency,Chirag,100,1,Ready To Move
Sangeet Lok Darshan,Raje,120,1,Ready To Move
Lokhandwala Whispering Palms Xxclusives,Lokhandwala,140,1,Ready To Move
Cadel Castle,Mahim,172,1,Ready To Move
NG Park Dahisar East,Dahisar,80,1,Ready To Move
Fairmont Palazzo,Vakola,110,1,Ready To Move
Thakur Karishma Apartments,Poisar,111,1,Ready To Move
Grit Residency,Govandi,98,1,Ready To Move
Sudhir Apartment,Tambe,88,1,Ready To Move
Goregaon SUB,Goregaon,120,1,Ready To Move
Sai Leela Apartments,Borivali,99,1,Ready To Move
Om Shivai S R A CHS,Kulupwadi,93.5,1,Ready To Move
Mahindra GE Links,Goregaon,135,1,Ready To Move
"Vimla Mahal, Pedder Road",Peddar,400,1,Ready To Move
Hiranandani Regent Hill,Hiranandani,156,1,Ready To Move
Hiranandani Regent Hill,Hiranandani,155,1,Ready To Move
Mulund Kunjsarita,Deendayal,100,1,Ready To Move
Jewellers Apartment,Peddar,325,1,Ready To Move
La Creme CHS,MIDC,115,1,Ready To Move
Sai Darshan Kandivali,Kandivali,92,1,Ready To Move
Conwood Astoria,Umershetpada,125,1,Ready To Move
Prerna CHS,Borivali,108,1,Ready To Move
Conwood Astoria,Goregaon,125,1,Ready To Move
Parinee Essence,Kandivali,100,1,Ready To Move
sai,Sector,95,1,Ready To Move
DGS Sheetal Tapovan,Malad,83,1,Ready To Move
sweet home society,Mahim,200,1,Ready To Move
Avant Heritage 3,JVLR,120,1,Ready To Move
GD Shubh Aangan,Bhandup,115,1,Ready To Move
platinum 4,DN,117,1,Ready To Move
Nanubai Niwas,Daulat,115,1,Ready To Move
Rajvilla Chs,Mulund,90,1,Ready To Move
Satellite Aarambh,Malad,60,1,Ready To Move
Ashish,Mogra,97,1,Ready To Move
Shree CHS,Bhandup,65,1,Ready To Move
Anant Ashirwad,Bhandup,93,1,Ready To Move
Bhakti Heights CHS,Tilak,98,1,Ready To Move
49 Elina,Tilak,120,1,Ready To Move
Adityaraj Central,Pant,130,1,Under Construction
Omkar Signet,Malad,90,1,Ready To Move
Omkar Alta Monte and Signet,Malad,95,1,Ready To Move
Hira Complex,Jogeshwari,70,1,Ready To Move
Universal Mashayakh Tower,Chincholi,75,1,Ready To Move
Gurukrupa Jayantam,Ghatkopar,130,1,Ready To Move
Lokrachna Housing Complex,Moti,80,1,Ready To Move
Micro Srishti,Bhandup,90,1,Ready To Move
Bandra North Gulmohar Avenue,Bandra,110,1,Ready To Move
Jai Sarvonnati Society,Vidyavihar,85,1,Ready To Move
HDIL Galaxy Apartment,Takshashila,100,1,Ready To Move
this society name,Chembur,110,1,Ready To Move
Madhu manisha,Anand,150,1,Ready To Move
Sai Prabhat Co Housing Society Ltd,Vasant,42,1,Ready To Move
Acharya Ashram,Lokmanya,140,1,Ready To Move
Sahajanand Athena,Goregaon,110,1,Ready To Move
FLOREAT CHS LTD,Azad,163,1,Ready To Move
Ekta Bhoomi,Kandivali,135,1,Ready To Move
Ganat Residency CHS,Jaydev,80,1,Ready To Move
Powai,Krishna,116,1,Ready To Move
Mulund Kunjsarita,Deendayal,100,1,Ready To Move
skyline sparkle,Nahur,95,1,Ready To Move
Jankalyan CHS,Gorai,145,1,Ready To Move
Kukreja Complex,Govind,100,1,Ready To Move
Prem Prakash CHS,Laxmi,105,1,Ready To Move
Neptune Kamgar Panchganga CHSL,Kurar,82.5,1,Ready To Move
rajanigandha,Matunga,250,1,Ready To Move
powai nitie gardens,Powai,125,1,Ready To Move
Samarth Garden,Bhandup,100,1,Ready To Move
Siddhivinayak Darshan C WING CSH,Mahalaxmi,170,1,Ready To Move
Eksar,Borivali,125,1,Ready To Move
Vrindavan  Chs,Malad,104,1,Ready To Move
Gurukrupa Marina Enclave,Malad,120,1,Ready To Move
dahisar upvan dahisar east,near,65,1,Ready To Move
Apna Ghar,Lokhandwala,225,1,Ready To Move
Kapasi Niwas Co op Hsg Soc ltd,Liliya,70,1,Ready To Move
Lok Aangan,Mulund,90,1,Ready To Move
Mahindra Vicino A5A6,Gundavali,175,1,Ready To Move
Runwal Bliss,Kanjurmarg,160,1,Ready To Move
Premier residency,Premier,130,1,Ready To Move
AMBIKA SIDDHI CHS,Jagdusha,90,1,Ready To Move
Arunoday Heritage,Bhandup,150,1,Ready To Move
Sunshine Tower,Mulund,115,1,Ready To Move
Chaitanya Radha Krishna,Borivali,130,1,Ready To Move
Sudhanshu Imperia,Shivaji,75,1,Ready To Move
"Rajshree Villa, Bhandup West",Bhattipada,90,1,Ready To Move
Om Saath Grandness Upper Borivali,Borivali,96,1,Ready To Move
Mantri Park,Goregaon,100,1,Ready To Move
Aakruti Atria,Andheri,200,1,Ready To Move
bhardwaj cooperative housing society,Borivali,148,1,Ready To Move
sunshine tower,Asha,115,1,Ready To Move
Gurukrupa Marina Enclave,Malad,115,1,Ready To Move
Veena Sadan CHS,Veena,95,1,Ready To Move
Sneh Bandhan Society,Mhada,110,1,Ready To Move
Dolphin Heritage,Patel,140,1,Ready To Move
Sai Madhuvan,Mulund,85,1,Ready To Move
Van Vihar co operative society,Gokuldham,90,1,Ready To Move
Geeta Society,Pandurang,135,1,Ready To Move
Kanakia sevens,Chakala,136,1,Ready To Move
New Akanksha CHS,Dahisar,130,1,Ready To Move
Shivshankar Shivram Palladium,Bhandup,92,1,Ready To Move
Lodha Eternis,MIDC,180,1,Ready To Move
Gadgil Niwas,Vakola,153,1,Ready To Move
damodar park west,Ghatkopar,82,1,Ready To Move
Ojas Le Roi,Andheri,125,1,Ready To Move
"Pushpanjali CHS, Tarun Bharat Soc, Andheri East",Tarun,120,1,Ready To Move
Alj residency chs,Pali,325,1,Ready To Move
Viceroy,Sindhi,135,1,Ready To Move
Paradigm Ariana Residency,Borivali,100,1,Ready To Move
"2nd Floor, Irfan House, Greenland CHS",Agripada,210,1,Ready To Move
Platinum Heights,Utkarsh,76,1,Ready To Move
Raigad SRA Chs,Borivali,85,1,Ready To Move
Sadan Giri Society,Goregaon,110,1,Ready To Move
A G PARK,Santacruz,155,1,Ready To Move
Dev Ashish Amrut Nagar CHS,Amrut,75,1,Ready To Move
Royal Oasis,Jankalyan,115,1,Ready To Move
Uday Pre CHS,Sen,171,1,Ready To Move
The Baya GoldSpot  CHS Ltd,Kajuwadi,125,1,Ready To Move
Shivram Park,Bhandup,90,1,Ready To Move
Anant Ashirwad,Bhandup,95,1,Under Construction
Adityaraj Enclave,Pant,140,1,Ready To Move
Gokul Vihar,Thakur,100,1,Ready To Move
Maniar Amardeep Mahal CHS,Vile,135,1,Ready To Move
Runwal Bliss,Kanjurmarg,165,1,Ready To Move
Timber Green Park,Dahisar,92,1,Ready To Move
Sun Beam CHS,Raheja,120,1,Ready To Move
Om Sai co op society,Kannamwar,74.5,1,Ready To Move
kaisar chs,Ketkipada,85,1,Ready To Move
Green View Chs Borivali,Borivali,80,1,Ready To Move
Paradigm Ariana Residency,Devipada,90,1,Ready To Move
Siddhivinayak Tulsi Sanidhya,ambarnath,27,1,Ready To Move
Shrinath Dham,Valmiki,130,1,Ready To Move
navlabh rise bldg,Nadiyawala,115,1,Under Construction
Satyakam Building,Siddharth,90,1,Ready To Move
Sneh Kutir CHS,Chakala,110,1,Ready To Move
DLH Pride,Malad,115,1,Ready To Move
GANESH NAGAR CHS,Goregaon,90,1,Ready To Move
New Sony CHS,Sakinaka,90,1,Ready To Move
Navlabh Rise bldg,Nadiyawala,115,1,Under Construction
Mass U Foria,Kurla,99,1,Ready To Move
Ghanwat estate santoshi mata mandir Malad east,Triveni,84,1,Under Construction
Sahil building,Vinobha,76,1,Ready To Move
New Vasant Bhavan,Borivali,130,1,Ready To Move
Atul Blue Oasis,Kandivali,130,1,Under Construction
sky view chs,Nehru,95,1,Ready To Move
chauhan empire,Amboli,135,1,Ready To Move
Sun Beam CHS,Raheja,115,1,Ready To Move
Siddhivinayak Annexe,Lower,195,1,Ready To Move
dheeraj regency,Siddharth,110,1,Ready To Move
Gandhi Apartment,Hallow,98,1,Ready To Move
SMGK Associate Residency,Jogeshwari,300,1,Under Construction
PCPL SERENE JANKALYAN NAGHAR,Jankalyan,110,1,Ready To Move
Elite residency,ulwe,45,1,Ready To Move
Eco Winds co-operative housing society,Bhandup,110,1,Ready To Move
MSH2O,Kalina,175,1,Ready To Move
Kamal Park,Ganesh,92,1,Ready To Move
Delta House,Goregaon,110,1,Under Construction
agarwal nagri utsav mandal,Vasant,44,1,Ready To Move
Dynamix Avanya,Dahisar,90,1,Under Construction
Redstone Saifee Park,Mustafa,165,1,Ready To Move
Shree Ganesh Building,Mazgaon,165,1,Ready To Move
Gokul Vihar,Kandivali,105,1,Ready To Move
Shree Shiv samarth Verbena,Ganesh,98,1,Ready To Move
Godrej Tranquil,Kandivali,90,1,Ready To Move
Micro Srishti,Bhandup,93.5,1,Ready To Move
Skylark Apartments,Union,300,1,Ready To Move
Naman Premier,Marol,136,1,Ready To Move
Naman Premier,Marol,147,1,Ready To Move
Shreenath Apartments,Mulund,110,1,Ready To Move
andheri kiran CHS,Andheri,170,1,Ready To Move
Bhawani Heights,Jogeshwari,92,1,Ready To Move
New Sainath Apartment,Bhandup,78,1,Ready To Move
Warden Court,Gowalia,275,1,Ready To Move
Lalani Grandeur,Goregaon,123,1,Ready To Move
Datta Dham Apartments,Borivali,80,1,Ready To Move
New Mahavir Jyot Chs,Govardhan,100,1,Ready To Move
Shri Gokul Garden,Thakur,110,1,Ready To Move
Sundew Swastik Park,Bhandup,110,1,Ready To Move
Kanakia Rainforest,Marol,146,1,Ready To Move
jwala cooperative hsg soc,Chembur,100,1,Ready To Move
Shelter apartment,Premier,110,1,Ready To Move
New Mhada Tower,Malad,85,1,Ready To Move
Saptarshi Avalon,Kurla,120,1,Ready To Move
new sterling,Dahisar,88,1,Ready To Move
"vrindavan chs, carter road 3, borivali east",Borivali,130,1,Ready To Move
Mrunal Society,Kandivali,110,1,Ready To Move
Kailash Heights,Hemu,116,1,Ready To Move
Marathon Mbryo,Bhandup,99,1,Ready To Move
Roswalt Zaiden,Oshiwara,102,1,Under Construction
Gagangiri Chs,Sangharsh,45,1,Ready To Move
Hanjar Nagar,Hanjer,80,1,Ready To Move
Aqua Pearl,Mumbai,170,1,Ready To Move
Mahavir Cooperative Housing Society Ltd,Byculla,165,1,Ready To Move
Mahavir cooperative housing society,Byculla,165,1,Ready To Move
Aditi Shristi Residency,Jogeshwari,120,1,Under Construction
Yogi Sagar CHS,Yogi,150,1,Ready To Move
Shri Ganesh co op Hsg Soc,New,110,1,Ready To Move
Doordarshan Society,Gokuldham,115,1,Ready To Move
Shreenath Apartments,Mulund,105,1,Ready To Move
GEE Jumbo Darshan CHSL,Sai,170,1,Ready To Move
Hari Niwas,Daulat,120,1,Under Construction
Shrinath Dham,Valmiki,115,1,Ready To Move
Royal Oasis,Jankalyan,110,1,Ready To Move
Hiranandani Regent Hill,Hiranandani,180,1,Ready To Move
DGS Sheetal Tapovan,Malad,87,1,Ready To Move
Veena Nagar Society,Mulund,90,1,Ready To Move
Shiv Ashish,Malad,85,1,Ready To Move
Sankalp Cooperative housing society,Nagpada,140,1,Ready To Move
sai raj garden,Hemu,120,1,Ready To Move
Swaroop Residency,Laxmi,115,1,Ready To Move
"Vailankanni Apts, New Hall Road",Christian,104,1,Ready To Move
Om Shivdham CHS,Chembur,105,1,Ready To Move
"Navneet Sadan CHS , Sai Vihar",Kranti,65,1,Ready To Move
Sapphire Lakeside,Savarkar,110,1,Ready To Move
Krishna nagari niwara chs,NNP,70,1,Ready To Move
Shiv Prabha chs,Sakinaka,90,1,Ready To Move
Shantisagar Society,Ramabai,52,1,Ready To Move
VEENA,KANDIVALI,115,1,Ready To Move
Lodha Aqua,Dahisar,134,1,Ready To Move
"Silver Sand, Piramal nagar",Piramal,115,1,Ready To Move
Db Reality,Ketkipada,70,1,Ready To Move
Om Siddheshwar,Nehru,115,1,Ready To Move
Advent Neel Residency,Dahisar,110,1,Ready To Move
Al Madina Manzil CHS,Brahmanwadi,110,1,Ready To Move
KVC Mahesh Tower,Sector,100,1,Ready To Move
Marve View CHS,Rathodi,68,1,Ready To Move
Mahesh Tower,Sector,100,1,Ready To Move
GHP Pluto,Powai,116,1,Ready To Move
Khapridev Co-op Housing Society,Bhoiwada,130,1,Ready To Move
Godavari,LIG,95,1,Ready To Move
UK LUXECITY,Hanuman,110,1,Ready To Move
omkar raga,Yashwanth,160,1,Ready To Move
Rohan Gruh Shree Suryodaya,Dahisar,90,1,Ready To Move
Bhoomi Park,Jankalyan,110,1,Ready To Move
Kishore Villa,Century,155,1,Ready To Move
Shraddha pinnacle,Tagore,95,1,Ready To Move
Kshitij eminence,Battipada,92,1,Ready To Move
Sukh Sampada CHS,Friends,90,1,Ready To Move
Orbit Tower,Barrister,103,1,Ready To Move
Conwood Astoria,Umershetpada,112,1,Ready To Move
Bhoomi Shivam,Kandivali,115,1,Ready To Move
Ashok Odyssey,Ghatkopar,114,1,Ready To Move
Ashok Odyssey,Ghatkopar,115,1,Ready To Move
Ashok Odyssey,Ghatkopar,113,1,Ready To Move
Ashok Odyssey,Ghatkopar,112,1,Ready To Move
Ranjana Mount Bliss,Shivaji,59,1,Ready To Move
Jeevan Anand cooperative,Utkarsh,95,1,Ready To Move
Atul Apartment Borivali,Borivali,75,1,Under Construction
New Saideep Appartment,Virar,27,1,Ready To Move
AIM RESIDANCY,Mogra,100,1,Ready To Move
truearth views,Kannamwar,100,1,Ready To Move
Bhola Sai Maple Heights,Malad,114,1,Ready To Move
Balaji Vertu,Prabhadevi,150,1,Ready To Move
Shree Suryodaya C.H.S,Dahisar,98,1,Ready To Move
Divya Stuti CHS,Goregaon,105,1,Ready To Move
Vini Heights,Nalasopara,32,1,Ready To Move
lok milan chs,Chandivali,110,1,Ready To Move
Earth Vintage,Dadar,195,1,Ready To Move
Sethia Imperial Avenue,Malad,79,1,Ready To Move
Dheeraj Darshan,Andheri,130,1,Ready To Move
Madhuban Heights,Patel,125,1,Under Construction
chs,chs,130,1,Ready To Move
Tridev Mahatma Jyotiba Phule CHS,Mahakali,130,1,Ready To Move
Tridev Mahatma Jyotiba Phule CHS,Bhoir,130,1,Ready To Move
Green Vatika CHS,Kandivali,110,1,Ready To Move
Kings Heights,Nahur,95,1,Ready To Move
BHAKTI PALACE KANDARPADA,Bhakti,116,1,Ready To Move
Ambe Niwas,Mahim,299,1,Ready To Move
Alpa Park CHS,Chirag,70,1,Ready To Move
Raghav Amara,Nehru,119,1,Ready To Move
Royal Palms Estate,Goregaon,70,1,Ready To Move
Minerva Heights,Mulund,125,1,Ready To Move
Devyani apartment,Shakti,80,1,Ready To Move
Alag aranya,Gauri,120,1,Ready To Move
Gauri Excellency,Sector,140,1,Under Construction
Mayfair Mystic,Ghatkopar,200,1,Ready To Move
Shubh Sarita coop hsg society ltd,Shri,89,1,Ready To Move
Crystal Armus,Chembur,140,1,Ready To Move
Gundecha Valley of Flowers,Thakur,125,1,Ready To Move
D V Shree Shashwat,Dahisar,88,1,Ready To Move
D V Shree Shashwat,Dahisar,89,1,Ready To Move
shree gananayak chs,Sector,110,1,Ready To Move
Dar Al Mawadda,Nagpada,130,1,Ready To Move
Lake Bloom,Saki,95,1,Ready To Move
Gurukrupa Marina Enclave,Malad,115,1,Ready To Move
Madusudan chawl P B marg,Worli,72,1,Ready To Move
Shree Samarth Viscaria,Bhandup,99.5,1,Ready To Move
beauty heights,Bhandup,75,1,Ready To Move
Dar Al Mawadda,Nagpada,126,1,Ready To Move
BETSY CHS,Orlem,102,1,Ready To Move
HDIL Dheeraj Residency,Goregaon,115,1,Ready To Move
Hiranandani Regent Hill,Hiranandani,165,1,Ready To Move
Rudraksha by Raj Realty,Dahisar,89,1,Ready To Move
Raviraj Royal,Irani,115,1,Ready To Move
Satyam Spring CHS,Chembur,87,1,Under Construction
Anmol Apartment,Malad,110,1,Ready To Move
Sonal Heights,Kurla,125,1,Ready To Move
ramprassana co op hsg soc,Bhandup,95,1,Ready To Move
Joy Homes CHS,Bhandup,115,1,Ready To Move
Damavilla CHS,Borivali,160,1,Ready To Move
Shivshankar Shivram Palladium,Bhandup,92,1,Under Construction
Srishti Oasis,New,100,1,Ready To Move
New Raj Chs,Dahisar,85,1,Ready To Move
Uday Pre CHS,Sen,168,1,Ready To Move
sainath chs ltd,Malad,130,1,Ready To Move
Greenfields B Heaven View CHS Ltd,JVLR,110,1,Ready To Move
Hari vijay,Kamala,150,1,Ready To Move
Atul Blue Fortuna,Marol,155,1,Ready To Move
raghuvansh chs ltd,Bhandup,80,1,Ready To Move
Suhas Modi Society,Kandivali,70,1,Ready To Move
Arya Heights,Tembhipada,65,1,Ready To Move
Gopeshwar Apartments,Chakala,150,1,Ready To Move
Silicon Park,Jankalyan,88,1,Ready To Move
Chandak Sparkling Wings,Dahisar,81,1,Ready To Move
Rajshree Villa,Battipada,92,1,Ready To Move
Shakti Apartment,Mulund,95,1,Ready To Move
glamour house,Colaba,225,1,Ready To Move
Torna building,Shri,105,1,Ready To Move
AO Realty Excellente,Mulund,92,1,Ready To Move
RAJ AMRUT,Bhayandar,57,1,Ready To Move
Gulraj Tower,Kurla,95,1,Ready To Move
haji kasam chawl,shahir,135,1,Ready To Move
Maheshwar CHS,Kandarpada,90,1,Ready To Move
Ameya Tower,Grant,170,1,Ready To Move
Marathwada co operative society,Bhandup,70,1,Ready To Move
Shree Ram Dev Apartment,Kandivali,70,1,Ready To Move
Tilaknagarchs,Chembur,120,1,Ready To Move
Amesh CHS,Tilak,80,1,Ready To Move
Alag Bella,Mulund,79.75,1,Ready To Move
JE and VEE Vrindavan,Goregaon,118,1,Ready To Move
platinum corp casa divine,Azad,160,1,Ready To Move
Pratham Krupa CHD,Bhim,125,1,Ready To Move
shiv surbhi chs,Kandivali,120,1,Ready To Move
pooja enclave,Kandivali,110,1,Ready To Move
KAMAL APARMENT,Pandurang,122,1,Ready To Move
Sayba Nehru Nagar Sangam CHS,Nehru,105,1,Ready To Move
Naaznin Building,Sewri,125,1,Ready To Move
Gurukrupa Marina Enclave,Malad,100,1,Ready To Move
Lalani Velentine Apartment 1,Malad,120,1,Ready To Move
Thakur Complex Kandivali,Thakur,120,1,Ready To Move
Galaxy Heights Goregaon,Goregaon,125,1,Ready To Move
Sarvodaya Square,Ambernath,26,1,Ready To Move
Options Emporio,Vile,145,1,Ready To Move
Satellite Aarambh,Malad,62,1,Ready To Move
Matruchayya,Malad,86,1,Ready To Move
Suncity Jupiter,Powai,130,1,Ready To Move
Shraddha Evoque,Bhandup,75,1,Ready To Move
Kabra Divine Towers,Malad,146,1,Ready To Move
Kirit CHS,Evershine,90,1,Ready To Move
Spectrum Apartment,Sindhu,105,1,Ready To Move
Suyog chs Ltd,Ashok,84,1,Ready To Move
Audumber co operative housing society,Malad,90,1,Ready To Move
shree ram bhawan chsl,Malad,125,1,Ready To Move
Royal Palms Garden View,Aarey,65,1,Ready To Move
Marathon Eminence,Siddharth,115,1,Ready To Move
EKTA VIVEK CHS,Kandarpada,105,1,Ready To Move
Balcony apartment,LIG,115,1,Under Construction
Gulshan Building,Andheri,250,1,Ready To Move
Malvani Mhada,Malvani,35,1,Ready To Move
Moroccan Cooperative Housing Society,Aarey,55,1,Ready To Move
Shraddha Polaris,Tagore,85,1,Ready To Move
Ekta Suprabhat,Siddharth,110,1,Ready To Move
AIM Kashmiri Heights,Jogeshwari,140,1,Ready To Move
Destiny heights mulund east,mumbai,96,1,Ready To Move
Lok Raunak,Marol,97,1,Ready To Move
Saptarishi Park,Mulund,120,1,Ready To Move
"Dev Mangal Murti , Titwala East",Dev,30,1,Ready To Move
Hill View Building,Mazgaon,215,1,Ready To Move
Guru Himmat CHSL,Mazgaon,210,1,Ready To Move
Arco Building,Netaji,152,1,Ready To Move
A and O eminent,Ovaripada,98,1,Ready To Move
Shree Gurukrupa CHS Ltd.,Gangawadi,120,1,Ready To Move
Ashok Nagar,Marol,115,1,Ready To Move
New Parasnath Darshan,Khalai,100,1,Ready To Move
1000 Trees Navrang Heights,Charkop,110,1,Ready To Move
sagar shafi,Mhatre,75,1,Ready To Move
Vahatuk Nagar CHS,Vahatuk,97,1,Ready To Move
Choice Group Ambe Dham,Saibaba,90,1,Ready To Move
Sayba Nehru Nagar Sangam CHS,Nehru,97,1,Ready To Move
Dev Ratna Nagar,Chunabhatti,108,1,Ready To Move
Shaan Apartment,Kurla,138,1,Ready To Move
Maitri Residency,Liberty,92,1,Ready To Move
Nitya sukhdham co-op soc,Lalbaug,220,1,Ready To Move
Prabhat Complex,Virar,35,1,Ready To Move
Comet Apartment,Wadala,125,1,Ready To Move
Prime Vista,Ghatkopar,86,1,Under Construction
Crystal Armus,Chembur,115,1,Ready To Move
Terraform Dwarka,Ghatkopar,140,1,Ready To Move
Best Swasadan Chs,Goregaon,83,1,Ready To Move
Sheth Vasant Oasis,Marol,142,1,Ready To Move
Hans Avenue,Jawahar,132,1,Ready To Move
Samarth Dhurandhar Society,Utkarsh,65,1,Under Construction
malad,Matanpur,60,1,Ready To Move
Ramdoot CHS,Lower,75,1,Ready To Move
Divya Vaishnavi,Gorai,140,1,Ready To Move
Palms Apartment 1 CHS,Aarey,63,1,Ready To Move
Bhoomi Classic,Malad,140,1,Ready To Move
Sankalp Siddhi Tower,Dhaku,76,1,Ready To Move
shivsamarth co operative society,Jacob,110,1,Ready To Move
Jewellers Niketan Society,Peddar,324,1,Ready To Move
